File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Census Tract,Block Group,Consolidated City,American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census),American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian TribalSubdivision (Census),American Indian TribalSubdivision (FIPS),Alaska Native RegionalCorporation (FIPS),Metropolitan and MicropolitanStatistical Area,Combined Statistical Area,Metropolitan Statistical Area-Metropolitan Division,Metropolitan Area Central City,Metropolitan/MicropolitanIndicator Flag,New England City and Town Area,New England City and TownCombined Statistical Area,New England City and Town AreaDivision,Urban Area,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Public Use Microdata Area – 5%File,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,Qualifying Name,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Urban Area Central Place,Voting District,ZIP Code Tabulation Area (3-digit),Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 1% File,Median Year Structure Built,Owner Occupied Housing Units,"Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",Owner Occupied Housing Units: Non-White Homeowners,"% Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",% Owner Occupied Housing Units: Non-White Homeowners,Owner-Occupied Housing Units,Housing Units,Households:,Households: with a Householder Who Is White Alone,Households: with a Householder Who Is Black or African  American Alone,Households: with a Householder Who Is American Indian and  Alaska Native Alone,Households: with a Householder Who Is Asian Alone,Households: with a Householder Who Is Native Hawaiian and  Other Pacific Islander Alone,Households: with a Householder Who Is Some Other Race Alone,Households: with a Householder Who Is Two or More Races,Households: with a Householder Who Is Hispanic or Latino,"Households: with a Householder Who Is White Alone, Not  Hispanic or Latino",% Households: with a Householder Who Is White Alone,% Households: with a Householder Who Is Black or African  American Alone,% Households: with a Householder Who Is American Indian and  Alaska Native Alone,% Households: with a Householder Who Is Asian Alone,% Households: with a Householder Who Is Native Hawaiian and  Other Pacific Islander Alone,% Households: with a Householder Who Is Some Other Race Alone,% Households: with a Householder Who Is Two or More Races,% Households: with a Householder Who Is Hispanic or Latino,"% Households: with a Householder Who Is White Alone, Not  Hispanic or Latino",Renter-Occupied Housing Units,Renter-Occupied Housing Units: White Alone Householder,Renter-Occupied Housing Units: Black or African American Alone Householder,Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,Renter-Occupied Housing Units: Asian Alone Householder,Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,Renter-Occupied Housing Units: Some Other Race Alone Householder,Renter-Occupied Housing Units: Two or More Races Householder,"Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",Renter-Occupied Housing Units: Hispanic or Latino Householder,% Renter-Occupied Housing Units: White Alone Householder,% Renter-Occupied Housing Units: Black or African American Alone Householder,% Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,% Renter-Occupied Housing Units: Asian Alone Householder,% Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,% Renter-Occupied Housing Units: Some Other Race Alone Householder,% Renter-Occupied Housing Units: Two or More Races Householder,"% Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",% Renter-Occupied Housing Units: Hispanic or Latino Householder
ACSSF,pa,140,0,9061,,,,,42,101,,,26600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026600,Census Tract 266,,,"Census Tract 266, Philadelphia County, Pennsylvania",42101026600,912763,0,,,,,,,,0,1940,0,1940,0,100,1940,2854,2614,0,2562,0,0,0,0,52,47,0,0,98.01,0,0,0,0,1.99,1.8,0,674,0,674,0,0,0,0,0,0,47,0,100,0,0,0,0,0,0,6.97
ACSSF,pa,140,0,9062,,,,,42,101,,,26700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026700,Census Tract 267,,,"Census Tract 267, Philadelphia County, Pennsylvania",42101026700,644274,0,,,,,,,,1947,1807,0,1807,0,100,1807,2946,2699,0,2620,0,0,0,0,79,19,0,0,97.07,0,0,0,0,2.93,0.7,0,892,0,876,0,0,0,0,16,0,0,0,98.21,0,0,0,0,1.79,0,0
ACSSF,pa,140,0,9063,,,,,42,101,,,26800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026800,Census Tract 268,,,"Census Tract 268, Philadelphia County, Pennsylvania",42101026800,774267,0,,,,,,,,1954,606,28,578,4.62,95.38,606,2279,2014,152,1697,3,53,0,27,82,108,125,7.55,84.26,0.15,2.63,0,1.34,4.07,5.36,6.21,1408,124,1143,3,53,0,27,58,97,108,8.81,81.18,0.21,3.76,0,1.92,4.12,6.89,7.67
ACSSF,pa,140,0,9064,,,,,42,101,,,26900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026900,Census Tract 269,,,"Census Tract 269, Philadelphia County, Pennsylvania",42101026900,614685,0,,,,,,,,0,481,133,348,27.65,72.35,481,798,735,147,557,0,16,0,0,15,7,140,20,75.78,0,2.18,0,0,2.04,0.95,19.05,254,7,236,0,0,0,0,11,7,0,2.76,92.91,0,0,0,0,4.33,2.76,0
ACSSF,pa,140,0,9065,,,,,42,101,,,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027000,Census Tract 270,,,"Census Tract 270, Philadelphia County, Pennsylvania",42101027000,642216,0,,,,,,,,1943,635,90,545,14.17,85.83,635,1038,980,105,764,0,58,0,13,40,7,105,10.71,77.96,0,5.92,0,1.33,4.08,0.71,10.71,345,15,263,0,26,0,13,28,15,0,4.35,76.23,0,7.54,0,3.77,8.12,4.35,0
ACSSF,pa,140,0,9066,,,,,42,101,,,27100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027100,Census Tract 271,,,"Census Tract 271, Philadelphia County, Pennsylvania",42101027100,372281,39344,,,,,,,,1955,761,125,636,16.43,83.57,761,1049,1014,166,649,0,145,0,21,33,31,156,16.37,64,0,14.3,0,2.07,3.25,3.06,15.38,253,41,175,0,37,0,0,0,31,10,16.21,69.17,0,14.62,0,0,0,12.25,3.95
ACSSF,pa,140,0,9067,,,,,42,101,,,27200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027200,Census Tract 272,,,"Census Tract 272, Philadelphia County, Pennsylvania",42101027200,679047,408,,,,,,,,1956,1262,50,1212,3.96,96.04,1262,2073,1862,93,1476,15,39,0,79,160,293,50,4.99,79.27,0.81,2.09,0,4.24,8.59,15.74,2.69,600,16,496,15,0,0,73,0,0,108,2.67,82.67,2.5,0,0,12.17,0,0,18
ACSSF,pa,140,0,9068,,,,,42,101,,,27300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027300,Census Tract 273,,,"Census Tract 273, Philadelphia County, Pennsylvania",42101027300,938006,6986,,,,,,,,1952,1585,173,1412,10.91,89.09,1585,2388,2388,220,1460,30,444,0,135,99,153,220,9.21,61.14,1.26,18.59,0,5.65,4.15,6.41,9.21,803,47,441,0,251,0,64,0,47,64,5.85,54.92,0,31.26,0,7.97,0,5.85,7.97
ACSSF,pa,140,0,9069,,,,,42,101,,,27401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027401,Census Tract 274.01,,,"Census Tract 274.01, Philadelphia County, Pennsylvania",42101027401,326659,0,,,,,,,,0,480,36,444,7.5,92.5,480,1187,1064,99,519,0,366,0,41,39,103,76,9.3,48.78,0,34.4,0,3.85,3.67,9.68,7.14,584,40,263,0,242,0,0,39,40,39,6.85,45.03,0,41.44,0,0,6.68,6.85,6.68
ACSSF,pa,140,0,9070,,,,,42,101,,,27402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027402,Census Tract 274.02,,,"Census Tract 274.02, Philadelphia County, Pennsylvania",42101027402,511360,0,,,,,,,,1947,2081,277,1804,13.31,86.69,2081,2499,2453,362,1428,0,195,0,384,84,350,348,14.76,58.21,0,7.95,0,15.65,3.42,14.27,14.19,372,71,197,0,66,0,38,0,71,38,19.09,52.96,0,17.74,0,10.22,0,19.09,10.22
ACSSF,pa,140,0,9071,,,,,42,101,,,27500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027500,Census Tract 275,,,"Census Tract 275, Philadelphia County, Pennsylvania",42101027500,611452,0,,,,,,,,1944,1237,122,1115,9.86,90.14,1237,1805,1683,221,1261,0,51,0,85,65,282,139,13.13,74.93,0,3.03,0,5.05,3.86,16.76,8.26,446,66,300,0,7,0,73,0,17,181,14.8,67.26,0,1.57,0,16.37,0,3.81,40.58
ACSSF,pa,140,0,9072,,,,,42,101,,,27600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027600,Census Tract 276,,,"Census Tract 276, Philadelphia County, Pennsylvania",42101027600,658885,0,,,,,,,,1943,941,10,931,1.06,98.94,941,2063,1832,10,1633,0,28,0,0,161,74,10,0.55,89.14,0,1.53,0,0,8.79,4.04,0.55,891,0,759,0,28,0,0,104,0,28,0,85.19,0,3.14,0,0,11.67,0,3.14
ACSSF,pa,140,0,9073,,,,,42,101,,,27700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027700,Census Tract 277,,,"Census Tract 277, Philadelphia County, Pennsylvania",42101027700,543126,0,,,,,,,,0,1402,0,1402,0,100,1402,2756,2393,50,2155,0,126,0,24,38,48,50,2.09,90.05,0,5.27,0,1,1.59,2.01,2.09,991,50,815,0,126,0,0,0,50,0,5.05,82.24,0,12.71,0,0,0,5.05,0
ACSSF,pa,140,0,9074,,,,,42,101,,,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027800,Census Tract 278,,,"Census Tract 278, Philadelphia County, Pennsylvania",42101027800,724987,0,,,,,,,,1943,852,11,841,1.29,98.71,852,2198,1975,62,1837,0,12,0,18,46,51,11,3.14,93.01,0,0.61,0,0.91,2.33,2.58,0.56,1123,40,1055,0,0,0,18,10,0,40,3.56,93.94,0,0,0,1.6,0.89,0,3.56
ACSSF,pa,140,0,9075,,,,,42,101,,,27901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027901,Census Tract 279.01,,,"Census Tract 279.01, Philadelphia County, Pennsylvania",42101027901,415780,0,,,,,,,,1942,792,0,792,0,100,792,1615,1463,13,1305,0,12,0,25,108,58,5,0.89,89.2,0,0.82,0,1.71,7.38,3.96,0.34,671,5,532,0,12,0,14,108,5,0,0.75,79.28,0,1.79,0,2.09,16.1,0.75,0
ACSSF,pa,140,0,9076,,,,,42,101,,,27902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101027902,Census Tract 279.02,,,"Census Tract 279.02, Philadelphia County, Pennsylvania",42101027902,889786,0,,,,,,,,1950,391,0,391,0,100,391,1198,1089,79,956,0,5,0,10,39,39,79,7.25,87.79,0,0.46,0,0.92,3.58,3.58,7.25,698,79,570,0,0,0,10,39,79,39,11.32,81.66,0,0,0,1.43,5.59,11.32,5.59
ACSSF,pa,140,0,9077,,,,,42,101,,,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028000,Census Tract 280,,,"Census Tract 280, Philadelphia County, Pennsylvania",42101028000,718347,0,,,,,,,,0,1107,0,1107,0,100,1107,2005,1735,20,1663,0,0,0,0,52,0,20,1.15,95.85,0,0,0,0,3,0,1.15,628,20,608,0,0,0,0,0,20,0,3.18,96.82,0,0,0,0,0,3.18,0
ACSSF,pa,140,0,9078,,,,,42,101,,,28100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028100,Census Tract 281,,,"Census Tract 281, Philadelphia County, Pennsylvania",42101028100,503541,0,,,,,,,,0,1349,199,1150,14.75,85.25,1349,1962,1917,246,1610,0,0,0,48,13,70,224,12.83,83.99,0,0,0,2.5,0.68,3.65,11.68,568,25,510,0,0,0,33,0,25,33,4.4,89.79,0,0,0,5.81,0,4.4,5.81
ACSSF,pa,140,0,9079,,,,,42,101,,,28200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028200,Census Tract 282,,,"Census Tract 282, Philadelphia County, Pennsylvania",42101028200,855786,0,,,,,,,,1951,1113,4,1109,0.36,99.64,1113,2351,2216,59,1802,0,171,0,41,143,98,47,2.66,81.32,0,7.72,0,1.85,6.45,4.42,2.12,1103,55,867,0,38,0,0,143,43,57,4.99,78.6,0,3.45,0,0,12.96,3.9,5.17
ACSSF,pa,140,0,9080,,,,,42,101,,,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028300,Census Tract 283,,,"Census Tract 283, Philadelphia County, Pennsylvania",42101028300,673069,0,,,,,,,,1941,1261,0,1261,0,100,1261,2925,2532,128,2172,0,72,0,0,160,37,91,5.06,85.78,0,2.84,0,0,6.32,1.46,3.59,1271,128,950,0,72,0,0,121,91,37,10.07,74.74,0,5.66,0,0,9.52,7.16,2.91
ACSSF,pa,140,0,9081,,,,,42,101,,,28400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028400,Census Tract 284,,,"Census Tract 284, Philadelphia County, Pennsylvania",42101028400,492492,0,,,,,,,,1942,751,67,684,8.92,91.08,751,1479,1363,131,1106,0,56,0,15,55,132,84,9.61,81.14,0,4.11,0,1.1,4.04,9.68,6.16,612,50,562,0,0,0,0,0,17,33,8.17,91.83,0,0,0,0,0,2.78,5.39
ACSSF,pa,140,0,9082,,,,,42,101,,,28500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028500,Census Tract 285,,,"Census Tract 285, Philadelphia County, Pennsylvania",42101028500,258296,0,,,,,,,,0,616,0,616,0,100,616,1174,1116,65,412,0,91,6,467,75,540,21,5.82,36.92,0,8.15,0.54,41.85,6.72,48.39,1.88,500,55,284,0,19,0,67,75,21,101,11,56.8,0,3.8,0,13.4,15,4.2,20.2
ACSSF,pa,140,0,9083,,,,,42,101,,,28600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028600,Census Tract 286,,,"Census Tract 286, Philadelphia County, Pennsylvania",42101028600,666562,0,,,,,,,,0,1481,34,1447,2.3,97.7,1481,2749,2605,167,1473,0,89,0,848,28,779,34,6.41,56.55,0,3.42,0,32.55,1.07,29.9,1.31,1124,60,798,0,0,0,238,28,0,326,5.34,71,0,0,0,21.17,2.49,0,29
ACSSF,pa,140,0,9084,,,,,42,101,,,28700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028700,Census Tract 287,,,"Census Tract 287, Philadelphia County, Pennsylvania",42101028700,384526,0,,,,,,,,0,366,39,327,10.66,89.34,366,869,783,235,172,0,8,0,319,49,564,39,30.01,21.97,0,1.02,0,40.74,6.26,72.03,4.98,417,71,136,0,0,0,161,49,0,281,17.03,32.61,0,0,0,38.61,11.75,0,67.39
ACSSF,pa,140,0,9085,,,,,42,101,,,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028800,Census Tract 288,,,"Census Tract 288, Philadelphia County, Pennsylvania",42101028800,492828,0,,,,,,,,0,1218,121,1097,9.93,90.07,1218,1770,1708,285,308,0,155,0,659,301,1129,180,16.69,18.03,0,9.07,0,38.58,17.62,66.1,10.54,490,123,190,0,10,0,153,14,59,248,25.1,38.78,0,2.04,0,31.22,2.86,12.04,50.61
ACSSF,pa,140,0,9086,,,,,42,101,,,28901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028901,Census Tract 289.01,,,"Census Tract 289.01, Philadelphia County, Pennsylvania",42101028901,611259,0,,,,,,,,1941,848,41,807,4.83,95.17,848,1362,1335,330,195,31,59,0,592,128,1065,49,24.72,14.61,2.32,4.42,0,44.34,9.59,79.78,3.67,487,121,112,0,9,0,245,0,8,433,24.85,23,0,1.85,0,50.31,0,1.64,88.91
ACSSF,pa,140,0,9087,,,,,42,101,,,28902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101028902,Census Tract 289.02,,,"Census Tract 289.02, Philadelphia County, Pennsylvania",42101028902,810472,17644,,,,,,,,1944,1448,139,1309,9.6,90.4,1448,2193,2087,594,767,11,231,0,453,31,1055,162,28.46,36.75,0.53,11.07,0,21.71,1.49,50.55,7.76,639,107,392,0,6,0,134,0,23,248,16.74,61.35,0,0.94,0,20.97,0,3.6,38.81
ACSSF,pa,140,0,9088,,,,,42,101,,,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101029000,Census Tract 290,,,"Census Tract 290, Philadelphia County, Pennsylvania",42101029000,773393,9535,,,,,,,,1945,1228,214,1014,17.43,82.57,1228,2247,2112,399,804,0,381,0,487,41,733,214,18.89,38.07,0,18.04,0,23.06,1.94,34.71,10.13,884,142,443,0,0,0,258,41,0,416,16.06,50.11,0,0,0,29.19,4.64,0,47.06
ACSSF,pa,140,0,9089,,,,,42,101,,,29100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101029100,Census Tract 291,,,"Census Tract 291, Philadelphia County, Pennsylvania",42101029100,1316903,17180,,,,,,,,1952,531,53,478,9.98,90.02,531,1803,1704,269,518,0,353,0,546,18,393,129,15.79,30.4,0,20.72,0,32.04,1.06,23.06,7.57,1173,169,420,0,37,0,546,1,76,346,14.41,35.81,0,3.15,0,46.55,0.09,6.48,29.5
ACSSF,pa,140,0,9090,,,,,42,101,,,29200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101029200,Census Tract 292,,,"Census Tract 292, Philadelphia County, Pennsylvania",42101029200,1745920,28444,,,,,,,,1948,1215,187,1028,15.39,84.61,1215,1545,1399,349,607,7,64,0,330,42,503,212,24.95,43.39,0.5,4.57,0,23.59,3,35.95,15.15,184,67,56,7,0,0,54,0,25,96,36.41,30.43,3.8,0,0,29.35,0,13.59,52.17
ACSSF,pa,140,0,9091,,,,,42,101,,,29300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101029300,Census Tract 293,,,"Census Tract 293, Philadelphia County, Pennsylvania",42101029300,685583,9747,,,,,,,,0,586,308,278,52.56,47.44,586,1312,1187,607,175,0,0,0,338,67,479,522,51.14,14.74,0,0,0,28.48,5.64,40.35,43.98,601,255,121,0,0,0,170,55,214,266,42.43,20.13,0,0,0,28.29,9.15,35.61,44.26
ACSSF,pa,140,0,9092,,,,,42,101,,,29400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101029400,Census Tract 294,,,"Census Tract 294, Philadelphia County, Pennsylvania",42101029400,647650,2470,,,,,,,,0,525,165,360,31.43,68.57,525,1421,1343,350,633,0,64,0,214,82,430,214,26.06,47.13,0,4.77,0,15.93,6.11,32.02,15.93,818,139,502,0,35,0,82,60,49,244,16.99,61.37,0,4.28,0,10.02,7.33,5.99,29.83
ACSSF,pa,140,0,9093,,,,,42,101,,,29800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101029800,Census Tract 298,,,"Census Tract 298, Philadelphia County, Pennsylvania",42101029800,649154,0,,,,,,,,1948,1079,303,776,28.08,71.92,1079,2156,1948,668,795,0,114,0,313,58,633,421,34.29,40.81,0,5.85,0,16.07,2.98,32.49,21.61,869,142,532,0,0,0,180,15,118,234,16.34,61.22,0,0,0,20.71,1.73,13.58,26.93
ACSSF,pa,140,0,9094,,,,,42,101,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101029900,Census Tract 299,,,"Census Tract 299, Philadelphia County, Pennsylvania",42101029900,591446,0,,,,,,,,1942,570,121,449,21.23,78.77,570,1702,1449,212,854,30,12,0,207,134,416,157,14.63,58.94,2.07,0.83,0,14.29,9.25,28.71,10.84,879,58,572,30,0,0,85,134,36,237,6.6,65.07,3.41,0,0,9.67,15.24,4.1,26.96
ACSSF,pa,140,0,9095,,,,,42,101,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101030000,Census Tract 300,,,"Census Tract 300, Philadelphia County, Pennsylvania",42101030000,910853,0,,,,,,,,0,1354,375,979,27.7,72.3,1354,2952,2618,913,1218,0,15,0,295,177,736,644,34.87,46.52,0,0.57,0,11.27,6.76,28.11,24.6,1264,410,612,0,15,0,143,84,269,348,32.44,48.42,0,1.19,0,11.31,6.65,21.28,27.53
ACSSF,pa,140,0,9096,,,,,42,101,,,30100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101030100,Census Tract 301,,,"Census Tract 301, Philadelphia County, Pennsylvania",42101030100,725114,0,,,,,,,,0,1134,195,939,17.2,82.8,1134,2687,2368,598,1228,0,44,0,458,40,655,440,25.25,51.86,0,1.86,0,19.34,1.69,27.66,18.58,1234,314,575,0,0,0,345,0,245,414,25.45,46.6,0,0,0,27.96,0,19.85,33.55
ACSSF,pa,140,0,9097,,,,,42,101,,,30200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101030200,Census Tract 302,,,"Census Tract 302, Philadelphia County, Pennsylvania",42101030200,901714,0,,,,,,,,1948,1873,573,1300,30.59,69.41,1873,2962,2817,788,1423,0,28,0,345,233,742,675,27.97,50.51,0,0.99,0,12.25,8.27,26.34,23.96,944,102,691,0,0,0,39,112,102,112,10.81,73.2,0,0,0,4.13,11.86,10.81,11.86
ACSSF,pa,140,0,9098,,,,,42,101,,,30501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101030501,Census Tract 305.01,,,"Census Tract 305.01, Philadelphia County, Pennsylvania",42101030501,377375,0,,,,,,,,1951,1000,100,900,10,90,1000,1903,1762,182,1152,12,118,0,196,102,421,164,10.33,65.38,0.68,6.7,0,11.12,5.79,23.89,9.31,762,82,503,12,28,0,83,54,64,224,10.76,66.01,1.57,3.67,0,10.89,7.09,8.4,29.4
ACSSF,pa,140,0,9099,,,,,42,101,,,30502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101030502,Census Tract 305.02,,,"Census Tract 305.02, Philadelphia County, Pennsylvania",42101030502,699364,0,,,,,,,,1951,1347,260,1087,19.3,80.7,1347,2002,1859,505,930,1,174,0,168,81,427,285,27.17,50.03,0.05,9.36,0,9.04,4.36,22.97,15.33,512,180,205,0,66,0,61,0,25,216,35.16,40.04,0,12.89,0,11.91,0,4.88,42.19
ACSSF,pa,140,0,9100,,,,,42,101,,,30600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101030600,Census Tract 306,,,"Census Tract 306, Philadelphia County, Pennsylvania",42101030600,1007764,0,,,,,,,,1953,1766,814,952,46.09,53.91,1766,3043,2805,1492,861,0,102,0,312,38,504,1300,53.19,30.7,0,3.64,0,11.12,1.35,17.97,46.35,1039,525,340,0,29,0,107,38,486,146,50.53,32.72,0,2.79,0,10.3,3.66,46.78,14.05
ACSSF,pa,140,0,9101,,,,,42,101,,,30700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101030700,Census Tract 307,,,"Census Tract 307, Philadelphia County, Pennsylvania",42101030700,655249,0,,,,,,,,1966,594,233,361,39.23,60.77,594,2005,1885,635,863,27,59,0,123,178,385,495,33.69,45.78,1.43,3.13,0,6.53,9.44,20.42,26.26,1291,370,725,27,9,0,77,83,262,212,28.66,56.16,2.09,0.7,0,5.96,6.43,20.29,16.42
ACSSF,pa,140,0,9102,,,,,42,101,,,30800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101030800,Census Tract 308,,,"Census Tract 308, Philadelphia County, Pennsylvania",42101030800,795704,0,,,,,,,,1954,1393,529,864,37.98,62.02,1393,2043,1843,926,349,0,213,0,109,246,322,735,50.24,18.94,0,11.56,0,5.91,13.35,17.47,39.88,450,236,110,0,0,0,75,29,206,105,52.44,24.44,0,0,0,16.67,6.44,45.78,23.33
ACSSF,pa,140,0,9103,,,,,42,101,,,30900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101030900,Census Tract 309,,,"Census Tract 309, Philadelphia County, Pennsylvania",42101030900,644878,0,,,,,,,,1956,754,268,486,35.54,64.46,754,1564,1498,549,601,0,150,0,87,111,259,458,36.65,40.12,0,10.01,0,5.81,7.41,17.29,30.57,744,232,339,0,32,0,49,92,190,153,31.18,45.56,0,4.3,0,6.59,12.37,25.54,20.56
ACSSF,pa,140,0,9104,,,,,42,101,,,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031000,Census Tract 310,,,"Census Tract 310, Philadelphia County, Pennsylvania",42101031000,1063414,0,,,,,,,,1956,1317,672,645,51.03,48.97,1317,2357,2169,1116,405,58,393,0,114,83,278,997,51.45,18.67,2.67,18.12,0,5.26,3.83,12.82,45.97,852,444,231,0,74,0,20,83,325,184,52.11,27.11,0,8.69,0,2.35,9.74,38.15,21.6
ACSSF,pa,140,0,9105,,,,,42,101,,,31101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031101,Census Tract 311.01,,,"Census Tract 311.01, Philadelphia County, Pennsylvania",42101031101,349649,0,,,,,,,,1951,876,201,675,22.95,77.05,876,1939,1788,479,674,0,210,0,346,79,494,398,26.79,37.7,0,11.74,0,19.35,4.42,27.63,22.26,912,197,407,0,69,0,181,58,197,239,21.6,44.63,0,7.57,0,19.85,6.36,21.6,26.21
ACSSF,pa,140,0,9106,,,,,42,101,,,31102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031102,Census Tract 311.02,,,"Census Tract 311.02, Philadelphia County, Pennsylvania",42101031102,398109,0,,,,,,,,1951,908,173,735,19.05,80.95,908,1474,1372,247,678,30,75,0,259,83,386,183,18,49.42,2.19,5.47,0,18.88,6.05,28.13,13.34,464,10,255,0,17,0,141,41,10,159,2.16,54.96,0,3.66,0,30.39,8.84,2.16,34.27
ACSSF,pa,140,0,9107,,,,,42,101,,,31200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031200,Census Tract 312,,,"Census Tract 312, Philadelphia County, Pennsylvania",42101031200,383593,0,,,,,,,,1952,833,169,664,20.29,79.71,833,1895,1795,385,1179,0,47,0,142,42,441,195,21.45,65.68,0,2.62,0,7.91,2.34,24.57,10.86,962,101,729,0,3,0,94,35,26,223,10.5,75.78,0,0.31,0,9.77,3.64,2.7,23.18
ACSSF,pa,140,0,9108,,,,,42,101,,,31300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031300,Census Tract 313,,,"Census Tract 313, Philadelphia County, Pennsylvania",42101031300,688086,0,,,,,,,,1955,957,298,659,31.14,68.86,957,2490,2398,1038,594,0,376,0,342,48,400,911,43.29,24.77,0,15.68,0,14.26,2,16.68,37.99,1441,740,255,0,106,0,312,28,613,370,51.35,17.7,0,7.36,0,21.65,1.94,42.54,25.68
ACSSF,pa,140,0,9109,,,,,42,101,,,31401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031401,Census Tract 314.01,,,"Census Tract 314.01, Philadelphia County, Pennsylvania",42101031401,594849,0,,,,,,,,1952,835,280,555,33.53,66.47,835,2228,2069,818,309,14,397,0,358,173,599,693,39.54,14.93,0.68,19.19,0,17.3,8.36,28.95,33.49,1234,517,235,11,54,0,313,104,413,512,41.9,19.04,0.89,4.38,0,25.36,8.43,33.47,41.49
ACSSF,pa,140,0,9110,,,,,42,101,,,31402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101031402,Census Tract 314.02,,,"Census Tract 314.02, Philadelphia County, Pennsylvania",42101031402,521131,0,,,,,,,,1955,1033,386,647,37.37,62.63,1033,1830,1769,638,160,14,510,0,204,243,376,518,36.07,9.04,0.79,28.83,0,11.53,13.74,21.25,29.28,736,231,108,0,113,0,156,128,132,291,31.39,14.67,0,15.35,0,21.2,17.39,17.93,39.54
